review,sentiment
Được OK 5 sao,positive
Cần trải nghiệm thêm,positive
Tôi thích tính năng của gle,positive
Rất dể tim kiếm,positive
Lưu trữ tiện lợi,positive
"Không sử dụng được,tại sao",negative
Cam on tac gia,positive
Xóa vẫn tìm lại được.Tốt,positive
Trên cả tyệt vời,positive
Cần thêm tính năng tăng tốc.,neutral
Tuyet tren tuyet voi,positive
Dễ quản lý ảnh của mình,positive
Cái này rất tốt,positive
Ứng dụng rất hữu ích. Thanks,positive
Cần cải thiện bộ nhớ,neutral
Chúng thật tuyệt ahihi đồ ngốc,positive
Rất đẹp và hay,positive
Rất tiện ích cho người dùng,positive
Ứng dụng tốt. Lưu trữ đc,positive
thât là tuyệt vời,positive
Tien ich rat tot,positive
luôn la lửa chọn,positive
nhanh them chut nữa,neutral
Hay lắm. Ủng hộ,positive
Rất tốt và tiện lợi,positive
Mo ra bộ nhơ đầy,negative
rất chi tiết và thật tế,positive
rat tot hon mong doi,positive
rat hayva tien loi,positive
Ma sao video tai cham qua,negative
Tốt. Ảnh k sợ mất,positive
Hay. Giai phong kho anh,positive
Đk và hay phết,positive
Minh rat thich ok,positive
Tot rat thich ok,positive
Tôi thích phần mềm cũ hơn,positive
Rất hay và hữu dụng,positive
Ko vào xem ảnh được,negative
ứng dụng khá là tốt,positive
Ứng dụng này hay lắm,positive
dc day 5sao nhe,positive
Cái này cũng dc,positive
Ứng dụng rất tuyệt vời!,positive
Bộ nhớ miễn phí,positive
Yêu Ảnh Nhất Nhà,positive
Ko so bi mat anh,positive
Cám ơn Google photos,positive
Rất đáng để sử dụng,positive
Tôi rất thích ứng dụng nàythíchôit,positive
Ứng dụng thật tuyệt vời,positive
ƯD TỐT. Cám ơn NPT.,positive
Tất cả hinh ảnh tốt ...!,positive
Ko che vao dau duoc,positive
Hinh anh rat dep,positive
Minh dung roi. Ok,positive
Phiên bản mới lỗi rất nhiều,negative
Rất ok đó nha mọi người,positive
OK. Rất tốt 👍👍,positive
Ung dung nay rat co ich,positive
Lưu giữ những kỷ niệm đẹp,positive
K tai dc la sao,negative
Hình ảnh rất đẹp...,positive
Toi Cam tay rat thích,positive
ÔK tôi rât hài lòng,positive
Nó rất là tốt,positive
Chỉnh sửa ảnh rất đẹp,positive
Tôi dùng thấy good. Five stars.,positive
tốt nhất từng thấy,positive
Kieu nay dc day,positive
Khá thjk Cũng OK..,positive
Thoải mái 😉😇 😄,positive
Một ứng dụng tv!,positive
Vừa cập nhật chắc ok mà,positive
"Quá tốt, rất hay",positive
Tôi rất cần cái này😥😥😥😭😭😭😭🌍🌎🌏,positive
giữ kỷ niệm đẹp,positive
Phần mềm chạy lâu,negative
Ko lưu dc ah,negative
Rất tốt cho 5sao,positive
Rat tien loi.de su dung .,positive
Tốt lưu trữ chuẩn!,positive
cap nhat suot ngay buc mh,negative
Toj rat thjch mo hjnh nay,positive
Tôi đánh giá 4 🌟,positive
tốt và tiện lợi,positive
Nói chung là tạm dc,positive
Rất là tuyet voi,positive
rất tuyệt vời ❤,positive
Lưu giữ hình ảnh tuyệt vời.,positive
Khong cap nhat duoc ban oi,negative
Rất là vui.......................... :))))>))))) 😇😇😇😇😇😇😇😇😇😇😇😇😇😇😎😎😎😎😎😎😎😎😎😎😎😎😎😎😘😘😘😘😘😘😘😘😘😘😘😘😘😘,positive
hay lại càng hay,positive
Tải k đc vậy adm,negative
Tôi rất thích       Up,positive
Ok minh rat thich.,positive
Đồng bộ ảnh rất tiện dụng,positive
Ứng dụng quá tốt,positive
Cung duoc ko te lam,neutral
Hay quá mình dùng tốt,positive
chán ko tả nổi,negative
Hay cập nhật tốt,positive
Ảnh đẹp quá đi thôi,positive
"hay tốt , cảm ơn nhiều",positive
sài tốt lắm ad,positive
rất hữu ích cho bộ nhớ,positive
Tiện lợi. Hữu ích,positive
rat tot toi thich,positive
Tạm thời ok đã,positive
Hiện tại Google tốt,positive
Rat u la ok,positive
Ghet qua tai lau phettp,negative
Rat thich anh dep a,positive
Sao xóa ảnh ko đc,negative
Ứng dụng rất tuyệt vời 💯,positive
quản lý file tốt.,positive
Ứng dụng này rất có lợi,positive
Giảm ảnh trùng lập,neutral
Tuyệt cú mèo luôn,positive
Nhiu luc van hoi lau,negative
Ứng dụng rất tuyệt vời :😍😍😍😍,positive
Cũng không xấu gì,neutral
Ứng dụng tốt cho 5 sao😊,positive
OK nhưng chưa hay cho lắm,neutral
Tam dc dung rat tot,positive
Nhu cc w ák,negative
K thể tải  đc chán quá,negative
Tiện lợi . hữu dụng .tks,positive
Cực kì tuyệt vời....,positive
Ung ho cho 5 sao.,positive
Ứng dụng này co ích,positive
Good !!! Quá tốt,positive
tiện lợi rõ ràng,positive
Tôi rất thích hợp,positive
Sao lưu ảnh rất tốt.,positive
Mình thích mục trợ lý lắm,positive
Tốt lắm phát huy tối đa,positive
Sao mình không cài được vậy,negative
Ứng dụng rất hây,positive
Hay va rat dang tin cay,positive
Hay dễ dàng hơn khi xài,positive
cũng ổn định lắm,positive
rất tốtxin cảm ơn,positive
ứng dụng này tồi tệ,negative
lưu trữ rất nhiều hình ảnh.,positive
Chương trình rất ok,positive
thật tuyệt vời !,positive
Cunxg tiện lợi !,positive
lưu giữ những khoảnh khắc,positive
ứng dụng này rắt tốt,positive
Hay tốt cho ai có email,positive
Hãy hiện ảnh nhanh hơn,positive
Lưu trữ rất tốt 👍,positive
Tuyệt vời nhất cho 5*,positive
Hình ảnh tuyệt đẹp,positive
Cho 5 sao lun nà,positive
Thich thì 5 sao thôi 😘,positive
có rất nhiều chức năng mới,positive
Ảnh zalo ko cập nhật,negative
Tôi cho rằng google photoshop tốt,positive
Vẫn k sao lưu đủ ảnh,negative
"Thông minh, tiện lợi",positive
Hay và hữu ích,positive
Quá tốt trên cả tốt,positive
Này xài hay lắm luôn,positive
Ứng dụng này rất ok,positive
rất tuyệt vời 💓,positive
Rất đẹp cho 5sao,positive
Rất ok rất tốt,positive
Đùng đc nhưng hơi lag.,neutral
Nó thật tuyệt vời,positive
rất  tuyệt  tôi  rất  hài  lòng,positive
tốt nhất cho 5 sao,positive
hư hết ảnh rồi,negative
Ung dung nay thật tuyet,positive
có lợi cho tôi,positive
rất hay và tiện lợi,positive
Rất dễ sử dụng.,positive
OK ko gì de noi,positive
Ung dung nay tuyet voi,positive
thanks Google tuyệt vời,positive
Hang cho 3 sao da,neutral
ấn dụng rất tốt,positive
Lưu trữ dữ liệu được nhiều,positive
"Rat tot, can on",positive
rất tốt cho 5*****luôn,positive
Anh đep dùng tốt,positive
Rất tuyệt khi tôi tải về,positive
Sao luu anh tot,positive
"Tiện lợi, dễ dàng!",positive
Tốt.... khỏi sợ tốn bộ nhớ,positive
Cho lun 6 sao,positive
ung dung tuyệt vời,positive
rất tốt cho mọi người,positive
Thích là được xem lại những bức ảnh tưởng đã quên.,positive
Duoc them tinh nang ghep anh phong canh nua thi ok,neutral
Lúc cập nhật hơi lâu nhưng dung lượng lưu trữ rất tốt!!!,neutral
Tải hình ảnh nhiều (đánh dấu) không được. Chỉ từng hình.,negative
Mình rất thích và hài lòng ứng dụng này,positive
"Ứng dụng dùng tốt. Tuy nhiên, ứng dụng không đồng bộ ảnh theo albums đã tạo trong máy. Cần khắc phục điều này",positive
"Mik sử dụng thấy rất tồt, nhưng mik thắc mắc là tại sao mik ko vào đc chế độ hiển thị ảnh trên google drive",positive
Tại sao mới cập nhật mà vào ứng dụng ảnh không hiện lên? Vài ngày lại cập nhật một lần mà có tốt hơn khi chưa cập nhật đâu,negative
Mình dùng google photo từ 2013 đến bh. Phải công nhận là ko có app nào được như cái này. Vote 10 * luôn,positive
Khi cần xóa 1 ảnh đã sao lưu vào tài khoản thì lại xóa luôn trên thiết bị thì đúng là ngu ngốc,negative
Chiếm dung lượng máy cập nhật nhiều mà ko dùng tới tôi nghĩ nhà phát triển cần xem xét lại,negative
"Thật sự thích thú với phần mềm này, nó giúp mình lưu lại toàn bộ khoảnh khắc hàng ngày, hàng giờ",positive
"Trên cả tuyệt vời, mất đth cũng kh lo mất ảnh, còn giải phóng đc hết dung lượng ảnh gốc 😍",positive
Rất hay mình thích ứng dụng này lưu trữ hình ảnh và sữa chữa rất đẹp,positive
Hay lắm gửi bao nhiêu ảnh lại rất vui khi có ứng dụng này,positive
Ứng dụng rất tốt. Cảm ơn nhiều vì giúp tôi sao lưu ảnh free,positive
Ko thể coppy hoặc chuyển ngược về bộ nhớ máy hoặc thẻ nhớ Cần bổ sung,negative
"Photo Ảnh rất tiện dụng khi gửi ảnh cho bạn bè,người thân.",positive
Tốt cần duy trì và phát triển hơn nữa xin cảm ơn add,positive
"Rất hoàn hảo, khó chê được trừ khi có cách thức mới.",positive
Những kỷ niệm thật sự tuyệt vời. Cảm ơn ông facebook nhiêu nhiêu ạ.,positive
Ứng dung cung đc do những cần cần cái tiền thêm nhiều nhe,positive
Ghép ảnh sao mà hình này chồng lên hình kia đc vậy,negative
Nên thêm chế độ ảnh chia sẻ cho nhiều người,neutral
Dùng tốt giải phóng được bộ nhớ điện thoại,positive
Luôn làm mất ảnh quan trọng và phim hay,negative
OK rất tốt. Ứng dụng này rất hay và độc đáo.,positive
"Ứng dụng tốt, rất hữu ích. Cảm ơn tác giả.",positive
Ủng hộ tất cả dịch vụ của Google.,positive
Ảnh chẳng lưu lại tự động xóa,negative
Còn nhiều tùy chỉnh khó sử dụng,negative
Lưu giữ và sắp xếp khoa học,positive
"Tệ, không di chuyển hình ảnh được",positive
"Bớt sao lưu đồng bộ hóa lại,",negative
Cách sắp xếp và bố cục ổn.,neutral
Bravo. Thật tuyệt vời. Cảm ơn rất nhiều.,positive
"Ứng dụng rất tiện ích, tốt hơn google drive nhiều vì không giới hạn dung lượng và tôi đã giới thiệu rất nhiều bạn bè dùng nó nhưng vẫn còn một chỗ bất tiện như sau: chưa tối ưu hóa việc nhận diện video nên khi tôi lưu nhiều video gần nhau tôi không thể biết video nào ra video nào, tôi nghĩ nên cập nhật thêm phần hiện tên video hay ít nhất là làm cách gì đó để có thể dễ dàng nhận biết video cần tìm nha.",neutral
Qua tuyet voi ban xung dang nhan duoc 5*****,positive
Những ảnh mình chụp từ lâu thỉnh thoảng muốn xem là được,positive
Dành cho người nhiếp ảnh rất hay,positive
Ứng dụng quản lý ảnh rất tốt.,positive
Cho xem ảnh offline nữa thì tuyệt :))) 4* thôi,positive
Tưởng là bỏ ra 69k mua dung lượng mãi mãi dm lừa đảo bắt mh moi tháng phải mắt 69k mà đeo dc cl gì rồi tự động liên kiết với vị momo trừ tiền mà trong khi đó ko có thông báo với lại sự đồng y của chủ tài khoản luôn. Dm thế thì vụ nay an ninh mạng có thể vào cuộc làm rõ vụ này dc ko. Tức chứ nếu trừ tiền mỗi tháng như vậy ích ra phải có gì đó gọi là dm Tạo cái phim bằng hình ảnh gửi cho ng khác cũng đeo dc. Dm lừa đảo. Lon má,negative
"Hình ảnh có tag vị trí địa lí,cửa hàng,tạp hóa thì nên tự đồng bộ với google map,trừ ảnh cá nhân. Hình ảnh có định vị sắp xếp theo vùng miền,mổi khi cần lục lại hình ảnh dể tìm.",neutral
PM như cụt cức. Xoá ảnh cũng không được là sao? Càng ngày càng tệ hại ...,negative
Ảnh cua google rất đẹp ảnh sắc nét từng chi tiet nhỏ làm cho màn hình đẹp và sinh động. Ảnh nhiều đa dạng tự chọn,positive
"Album bị lỗi nặng, mình không thể tạo album và cũng không thêm ảnh vào album được ạ. Album của mình có 15 ảnh mà chỉ hiển thị là 6 ảnh. Mong admin khắc phục gấp ạ.",negative
Ứng dụng. Hiển thị ảnh lưu rất mờ. Không phân biệt được ảnh đã lưu tren điện thoại với ảnh lưu trên thiết bị. Đúng ra phải tách ra để người dùng có thể quản lý. Toàn xem ảnh trùng không biết quản lý thế nào,negative
"Dùng rất hay, nhưng làm thế nào đặt pass được? Việc bỏ folder Photo Ảnh trong Google là đáng tiếc khi sử dụng.",positive
Có lỗi trong tính năng tắt tự đồng bộ. Khi tắt mọi thứ liên quang đến đồng bộ nhưng ảnh từ bộ sưu tập của máy vẫn tự động chuyển lên google ảnh. Tôi mong sửa lỗi này sớm và đã có nhiều người như tôi gặp tình trạng này.,negative
Bình thường xem được video còn khi vào phần ổn định thì video không có hình chỉ có âm thanh. Ko ổn định dc,negative
Lỗi búa lua xua Tải lên tưởng ok rồi nên xóa file gốc xong mất mẹ nó hết luôn,negative
Ko có ứng dụng nap tiền nua GB rất bất tiện vì rễ bị mất tài khoản ngân hàng,negative
"Dùng như cc, ảnh video nhảy lộn xộn, mình đã tải ảnh về bộ nhớ thiết bị(có ấn sao lưu), hôm sau thấy đã thấy tự động tải lên bộ nhớ online, tự động xoá ảnh trong bộ nhớ thiết bị luôn, quạo vl, chuyển đi chuyển lại nhiều lần, mà dùng lưu trên online thì đâu có dùng dc trong fb với mess, như cc",negative
"Mk thấy ứng dụng này khá tuyệt, và mk thik nhất tính năng nhận diện và ghi nhớ mặt",positive
"Đã tắt tính năng sao lưu nhưng hình ảnh mới vẫn tiếp tục được sao lưu lên gg photo sau khi tôi chụp thử một vài tấm hình. Thật sự bất lực rồi đấy :) . Các tiện ích rất tốt ok, nhưng tôi muốn tắt chế độ đấy đi làm ơn đừng sao lưu nữa!",negative
nên có chức năng khóa ứng dụng thì hay mong sớm hoàn thiện việc đó,neutral
Tuy ko mấy khi dùng như ap rất tiện khi để lấy lại ảnh đã chụp,positive
"Tôi rất thích Google Photos, nhất là được lưu trữ ảnh, video không giới hạn, an toàn.",positive
Nếu không giới hạn dung lượng lưu trữ thì tốt cho hẳn 6 sao 🤣,positive
ok ok ok ok,positive
Hay thú vị 🙂,positive
Một phần mềm rất hữu ích,positive
Rat hai long va tot.ok,positive
Rất hữu ích. Cám ơn Google.,positive
làm mình bực mình quá,negative
ứng dụng này rất hay,positive
Tôi rất thích ứng dụng này,positive
Tuong dau anh mat het,positive
ứng dụng Rất ok,positive
Cap nhat xong mat het anh,negative
Sắp xếp theo chủ đề tốt,positive
rât tiện để luư anh,positive
giữ lại khoảnh khắc tuyệt vời,positive
Cập nhật ảnh rất chậm,negative
Như lol đừng đăng lên nữa,negative
Ko thể tốt hơn!,positive
K ban phien ban cu,negative
Rat huu ich nhanh gon,positive
phát huy hiệu quả nhất,positive
tôi tất thjck ứng dụng này,positive
Tuyệt vời tôi rất thích,positive
Ứng dụng ảnh tuyệt vời,positive
mình rất hài lòng.,positive
Tuyệt tôi đã thích nó rồi,positive
lam rat tot tot,positive
Toi cho luon 5 sao,positive
Ứng dụng lưu dữ rất tốt,positive
hai va thu vi,positive
1tháng báo cập nhật mấy lần,negative
Rat tot va tien loi,positive
Rất hay hữu ích tuyệt vời,positive
Toi dat thich ung dung nay,positive
Tiện lợi lưu giữ,positive
Ứng dung rất hữu ích,positive
Rat hay cam on shop,positive
Cần upload nhanh hơn nữa,neutral
ok van dùng google ảnh+,positive
Khá tiện cho ngươivdungf,positive
App rất tuyệt vời.,positive
"Ứng dụng hay, hữu ích",positive
Tốt cho 5 Sao,positive
Tốt Xin cảm ơn,positive
can them ting nag,neutral
Ứng dụng này ok . 👌,positive
Ứng dụng nầy tốt rồi,positive
Cũng hữu ích lắm,positive
Ko hay chúc nào,negative
Chua co j la hay,negative
cứ kêu cập nhật hoài,negative
ung Dung dat Tinh te,positive
Luu hinh anh that tuyet,positive
Ok ko tải đc. Chịu,negative
Tôi thích ứng dụng,positive
Rất tốt và tiện dụng.,positive
Tốt rất vui ths,positive
Thật sự là rất hay,positive
Không tải về máy được,negative
Rất hay và mượt,positive
Cảm ơn Google photop okay,positive
Quá tuyệt vời ứng dụng này.,positive
Thấy chả có gì hay,negative
"Tốt ,ai cũng dùng được",positive
sắp xếp còn lộn xộn.,negative
Rat thich ung dung,positive
Toi rat thich ban day,positive
Hữu ích cho người dùng,positive
Úng dung khá là ok,positive
load ảnh hơi chậm,negative
Cam on trang nay rat nhieu,positive
Chức năng nay tuyệt vời,positive
Thiếu vị trí chụp ảnh,neutral
máy này dùng chưa quen,neutral
Rất tuyệt vời và tiện ích,positive
Ko xem dc video,negative
Wá tốt lun ae,positive
Tạm tốt Cảm ơn,positive
Giờ không vào được Ảnh luôn.,negative
Rất hữu ích khi tải ..😁😁😁😁,positive
Google photos rất tốt,positive
rất tốt cảm ơn các bạn,positive
Lưu giữ kỉ niệm,positive
ứng dụng hay lắm,positive
ứng dụng rất hay ạ.,positive
Rat tot xuat sac,positive
Qua tốt. 5sao x n lần,positive
Sac net that ok,positive
Ok 1 ứng dụng tốt,positive
Bo luu anh qua tuyet voi,positive
Ung dung này rất hay,positive
Hinh ảnh đẹp đó,positive
Cap nhat vua thoi,neutral
Rất tôt lửu ảnh ngày xưa,positive
Có vài chi tiết ko thick,negative
Hay tôi rất thích,positive
Ko đc chi hết,positive
Cũng tạm ổn được,positive
Hơn cả mong đợi,positive
Nói chung là cg đc,positive
Luu tru hinh anh rat tot,positive
Tiện dụng và hay,positive
Goole này ẹp wá,positive
Tuyệt vòi ông mặt trời,positive
Rất tiện khi thay đt,positive
Rất hữu ích. Tôi rất thích,positive
Rất tuyệt vời 🌻🌻🌻,positive
Chụp ảnh đẹp nét,positive
Hình như có wife là lỗi,negative
dễ dàng cảm ơn nhé,positive
Tốt lưu trữ đầy đủ,positive
tuyệt. rất hay. rất hữu dụng,positive
Thich ung dug nay,positive
App rất hữu ích,positive
rất nhiều tác vụ hay.,positive
chắc lượng tốt quá hay,positive
Ứng dụng nặng. Thông minh.,positive
Rất gọn và đẹp,positive
Hay rất nhiều ảnh tôi thik,positive
Ko đồng bộ đc hết !,negative
Qk! Quá tuyệt vời.,positive
tôi thich muc nay,positive
can co gang hon nua,neutral
Không tải được ảnh xuống,negative
Tiện ích dễ sd,positive
Lưu lại kỉ niệm xa sưa,positive
Cảm ơn nhà phát triển,positive
"Tiện, gọn,  tuyệt!  ! !",positive
Quá tuyệt vời 👍,positive
Anh sao luu rat ro net,positive
Cần có khóa riêng tư,neutral
tuyệt vời cảm ơn google,positive
Hữu ích và tiện dụng,positive
ung dung r a t tot,positive
không sao lưu được,negative
"Rất vừa ý, tốt! 👍",positive
Cho 5 sao vì rất tuyệt,positive
Cũng phiên bản tốt nhỉ,neutral
Hay rất tiện lợi,positive
Ung dụng rat tuyet voi,positive
Ko xem video được,negative
Tot toi rat thich,positive
Hay qa ad ơi,positive
Thich ung dung nay,positive
Toi thich ud nay,positive
Sao lưu rất tốt,positive
Vẫn tuyệt như xưa!,positive
Lưu ảnh kỷ niệm,positive
Lưu trữ hình ảnh đẹp hơn..,positive
nhanh gon phu hop,positive
Cho 5 sao lum,positive
Ko lo mất  ảnh,positive
Hôm qua giờ tải không được,negative
Nó khá hay và rất tuyệt,positive
Ok minh rat thich,positive
Lưu lại nhiều kỷ niệm,positive
Tốt Không Có Gì Phải Chê,positive
Hop ly va tac dung,positive
Càng ngày càng thichd,positive
rất tiện dụng đấy :))),positive
Thật sự thú vị,positive
Tuyệt vời  .ko lo  mất ảnh,positive
Ứng dụng thông minh,positive
Dich du tot than thien,positive
Hjnh anh dep ok,positive
Tốc độ cham quá,positive
Noi cat du anh an toan,positive
Cang nhanh cang tot.,positive
Rat huu dung khi dung den,positive
Cũng đc thấy rất tiện,positive
Lỗi quá ko dùng đc,negative
rat huu inh va tuyet voi,positive
Lưu trữ dc rất nhiều,positive
Phần mềm rất ok,positive
Khả năng sao lưu kém,negative
ứng dụng rất hữu ích.,positive
Tôi thấy rất thích,positive
ứng dụng tuyệt vời,positive
Dỡ quá cứ lỗi hoài,negative
Ứng dụng này rất tốt.,positive
Cũng tạm đc cho 5 sao,positive
Rất tiện lợi ok,positive
Tải hình về không được.,negative
"Rất tuyệt vời,cảm ơn,",positive
Ứng dụng rất tốt.,positive
Không đăng nhập được,negative
Luu giu hinh anh tot,positive
ung dung rat ok,positive
Rat Huu inch ok,positive
De Tu nhien tot hon!!!,positive
Dkm.tải về éo tkấy đâu,negative
"Lưu trữ tốt, miễn phí",positive
Rất là tốt lắm mà,positive
Chưa trực quan lắm,neutral
ứng dụng này tốt,positive
"Hữu ích , tuyệt vời",positive
Tải ve máy lua qua,negative
Lưu lại hình ảnh rất hay,positive
Rất hay và tiện ích,positive
K can the nho nua.,positive
Khỏi phải bàn xuất sắc 🤣🤣🤣🤣🤣,positive
Ko có chức năng phát tv,neutral
Tốt .nhưng hơi ít dung lượng,positive
Wá tuyệt vời luôn,positive
Ung dung nay xai rat to,positive
Rất là thú vị,positive
Ảnh được tạo ra rất đẹp,positive
Hài hài lòng v,positive
Tôi rất thích Google Photos,positive
Chất lượng rất tôt,positive
Rat tôt va tien ich,positive
Hay nhưng không xem được nhiều,neutral
Hoàn toàn hài lòng,positive
Rất ổn. Sài rất ok,positive
tây tốt khi lưu trữ,positive
Lưu trữ rất tốt,positive
Cần sửa lỗi mau,negative
luu duoc nhieu anh,positive
Cung dc lam cac bn,positive
Quá hay.xin cảm ơn,positive
ok cx đc c,positive
Chương trình rất hay,positive
Không tìm đuoc ảnh,negative
giai chi thu gian tuyet,positive
Cần phát triển hơn nữa...,neutral
Hinh amh tu nhien .dep,positive
Nơi lưu giữ các kỷ niệm,positive
Đồng bộ rất tốt,positive
"Lưu giữ ,Đầy đủ ok nè,",positive
Rat hay va huu it,positive
Tăng thêm dung lượng nữa,neutral
rất hay và tuyệt vời,positive
hoạt động cộng đồng tốt,positive
Hay nhưng bộ nhớ ít,positive
Ứng dụng thú vị,positive
Noi chung la cung duoc,positive
ung dung này tôi rất thít.,positive
OK . tôi rất thích,positive
Rất tốt nên tải 😘❤❤❤,positive
xem ảnh lâu quá,negative
Tien loi va hieu ich,positive
Zenfone k vào được,negative
"Lưu giử đẹp,nhiều sáng tạo",positive
Rất hài lòng với ứng dụng,positive
Tot dep co ich,positive
Ứng dụng rất hay. Thật tuyệt,positive
Rất TỐT CHẤT LƯỢNG ĐẢM BẢO,positive
Ứng dụng thừa.tốn bộ nhớ,negative
Đỡ tốn dung lg máy :>,positive
Rất tốt và đẹp,positive
Cho thêm ngoại tuyến thì hay,neutral
Cung chi tam goi la duoc,neutral
khôí phục hết các ảnh,positive
Ung dụng này quá hay,positive
nói chung rất ok.,positive
Lưu ảnh tiện dụng!,positive
Tốt k sợ mất hình ảnh,positive
Chất lượng sản phẩm tốt.,positive
Ứng dụng rất hay tuyệt vời,positive
Không còn gì tuyệt hơn,positive
Tải len khong dk,negative
Cần có password để bảo mật,neutral
không lo mất ảnh,positive
Hài lòng lắm luôn,positive
Tôi thấy bình thường,neutral
k có phần chỉnh sửa ảnh,neutral
Đẹp Ngăn nắp Có chọn lọc,positive
Rất tiện ích khi đổi máy,positive
Rat tot toi rat thich,positive
Lưu hình ảnh nhiêu,positive
Cho 5 🌟 cho thích =))))),positive
Tôi rất thích Google photos,positive
Cực tốt luôn ^^,positive
Tôi rất thích Ứng dụng này,positive
"Rất đơn giản,nhanh và thông minh",positive
Tuyệt voi.Thankyou số much Google .,positive
Uvui cung ky niêm,positive
Tốt nhưng hóm quá,positive
Cảm ơn ông Google,positive
càng ngày càng tệ hơn,negative
chất lượng ảnh bị giảm,negative
Cứ bị chậm khó lưu,negative
Không coi được ngoại tuyến,negative
phai co gep anh nua,neutral
Nhiều hiệu ứng hơn nửa,neutral
"Dễ sử dụng, tính năng tốt.",positive
rất phong cách và tien ích,positive
Nơi lưu dữ tuyệt vời,positive
Lưu giữ tốt hình ảnh cũ,positive
"Rất tốt,hình ãnh rõ ràng.",positive
Rất tốt dễ dàng sử dụng.,positive
Thích rất tuyệt vời,positive
Rất tốt với tôi,positive
Tôi rất hài lòng 😄,positive
Tuyệt vời hơn mong đợi,positive
tuyet voi cam on,positive
"Rất tốt, tiện ích.",positive
Bo lu tru tot,positive
foi rat fhich cai nay,positive
Dùng rất thích. 5sao,positive
Wa do hay bi dung hoai,negative
Nơi cất ảnh an toàn,positive
Phần mềm này rất hữu ích,positive
"Rất hay, hài lòng",positive
Su dung cung duoc,positive
Dm suot ngay tu thoat ra,negative
ok. tôi đang cần,positive
Tôi thích ứng dụng này,positive
Xem và lưu được nhiều ảnh.,positive
Tot nhat hien nay,positive
Dở quá thít bú đít à,negative
Chuc nang kho dung,negative
Dc va tien loi,positive
Hay rất có ích,positive
tốt và rất tốt,positive
quan ly anh ok,positive
Cho thêm gb thì hp,neutral
Chang duoc cai tich su gi....,negative
Hay tuyet dung cac ban oi.,positive
Google photoshop chảy nghiệm rất tốt,positive
qua tot rat thich,positive
Tốt. Luôn luôn đổi mới.,positive
Thấy cũng hay đó!,positive
"Tien dung,moi luc moi noi",positive
rat là chính xác,positive
Bị lỗi ko vào đc,negative
Ứng dụng làm rất tốt.,positive
nó rất thông dụng,positive
thật tuyệt và tiên ích,positive
"Dùng rất hay, rất tốt",positive
Những hình ảnh thu vi,positive
Load ảnh rất rất chậm,negative
Ứng dụng này rất hữu dụng,positive
Rất tuyệt vời .,positive
cung thu vi lam,positive
Tuyet voi ong mat troi,positive
Chạy nhanh như phớp,positive
Dùng được dùng được,positive
Sửa ảnh rất đẹp,positive
App xài ko tốt chút nào,negative
rất tuyệt cảm ơn google.,positive
Can nang cap them,neutral
khoi phục lai anh,positive
Rất hay. Ko lo mất ảnh,positive
một ứng dụng ảnh tuyệt vời,positive
Một ứng dung tuyệt vời.,positive
Tot sắc nét nhanh,positive
Có khóa ứng dung thi hay,neutral
su dung qua thuan tiên,positive
Lưu trữ thoải mái nhé.,positive
Tự xoá ảnh nhưng tạm đc,neutral
Good! Thank the app,positive
Tiện dụng. Dể sử dụng,positive
"Ứng dụng rất hay , 👍ok",positive
toi rat thich may anh,positive
Hay và tiện lợi  cho dùng,positive
Nơi trải nghiệm tuyệt vời,positive
Tốt phát triển thêm nữa,positive
Tôi rất hài lòng.,positive
ok qua tuyet voi,positive
lưu ảnh rất tốt,positive
rất hay và đẹp,positive
Ứng dụng rất tuyệt vời!!!,positive
Rất tuyệt vời 👍,positive
Rất chi tiết và dễ hiểu,positive
Ăn dụng rất tốt,positive
Rất tiện dụng thank,positive
"Rất tốt, cảm ơn.",positive
"Ứng dụng tốt, khá thú vị",positive
Rất hay và rất ý nghĩa!,positive
Nơi lưu trữ tuyệt vời,positive
Rất hay nhưng rấttttttttttttttttttt mờ,positive
Tot hon truocrat tot,positive
Rat ok nhe cak ban,positive
Lưu dc nhiều Nc là ưng,positive
Cám ơn ứng dụng rất tôt.,positive
Rất tuyệt vời 😍😍,positive
Tốt ae ủng hộ nhé,positive
Hay va anh dep,positive
tuyệt vời hơn rất nhiều,positive
Tuyệt vời trải nhiệm tốt,positive
cũng tốt hơn cái trước .,positive
Rấ tiện cho người dùng,positive
Thật sự tôi rất hài lòng,positive
Ok cuối cùng cũng hoàn thiện,positive
Ung dung nay rat tot .ok,positive
Rất tốt. Tôi rất thích,positive
Rất tốt và thuận loi,positive
Cũng tạm ổn ..,positive
Thư viện éo tải được,negative
Không tồi tý nao,positive
phuchôi toan bô ånh cu,positive
Không gian lưu trữ lớn,positive
Tuyệt vời chia sẻ đồng bộ,positive
Xam lồn thay sợ luôn,negative
Rất tuyệt vời 😍,positive
Cần cho free lên tầm 1tb,neutral
tốt 5sao ứng dụng tuyệt vời,positive
Ứng dụng toàn tự đóng :)))),negative
Hay bị lỗi tắt đột ngột,negative
"Thời điểm mach lạc,rỏ nét",positive
hay bất ngờ luôn <3,positive
Toi cha tai ve duoc,negative
Không thuận tiện khi sử dụng.,negative
Chất lượng rất tốt,positive
"Ứng dụng tốt,cần thêm dung lượng",positive
Tôi cũng thích nó,positive
Làm sinh động ảnh,positive
Phần mềm hữu ích,positive
Có nhiều cập nhật hay,positive
"Rất tốt,rất ưng ý",positive
Cảm ơn tác giả nhiều!,positive
